Jdatet	Time	PRN	Ele	Stec	Vtec
2459399.546181	1.108333	1	30.03	16.69	5.23
2459399.546528	1.116667	1	30.23	16.64	5.25
2459399.546875	1.125	1	30.44	16.58	5.25
2459399.547222	1.133333	1	30.64	16.51	5.25
2459399.547569	1.141667	1	30.84	16.4	5.22
2459399.547917	1.15	1	31.05	16.31	5.21
2459399.548264	1.158333	1	31.25	16.22	5.2
2459399.548611	1.166667	1	31.46	16.1	5.17
2459399.548958	1.175	1	31.66	15.99	5.14
2459399.549306	1.183333	1	31.87	15.91	5.13
2459399.549653	1.191667	1	32.07	15.83	5.12
2459399.55	1.2	1	32.28	15.7	5.09
2459399.550347	1.208333	1	32.48	15.61	5.07
2459399.550694	1.216667	1	32.69	15.54	5.07
2459399.551042	1.225	1	32.89	15.49	5.08
2459399.551389	1.233333	1	33.1	15.4	5.05
2459399.551736	1.241667	1	33.31	15.29	5.03
2459399.552083	1.25	1	33.51	15.19	5.0
2459399.552431	1.258333	1	33.72	15.1	4.99
2459399.552778	1.266667	1	33.92	15.04	4.98
2459399.553125	1.275	1	34.13	14.96	4.97
2459399.553472	1.283333	1	34.34	14.91	4.98
2459399.553819	1.291667	1	34.54	14.83	4.96
2459399.554167	1.3	1	34.75	14.74	4.94
2459399.554514	1.308333	1	34.96	14.69	4.95
2459399.554861	1.316667	1	35.17	14.65	4.95
2459399.555208	1.325	1	35.37	14.61	4.97
2459399.555556	1.333333	1	35.58	14.54	4.96
2459399.555903	1.341667	1	35.79	14.44	4.93
2459399.55625	1.35	1	36.0	14.36	4.92
2459399.556597	1.358333	1	36.21	14.27	4.89
2459399.556944	1.366667	1	36.41	14.2	4.88
2459399.557292	1.375	1	36.62	14.15	4.88
2459399.557639	1.383333	1	36.83	14.06	4.86
2459399.557986	1.391667	1	37.04	13.97	4.83
2459399.558333	1.4	1	37.25	13.9	4.82
2459399.558681	1.408333	1	37.46	13.84	4.82
2459399.559028	1.416667	1	37.67	13.8	4.82
2459399.559375	1.425	1	37.88	13.73	4.8
2459399.559722	1.433333	1	38.09	13.68	4.8
2459399.560069	1.441667	1	38.3	13.61	4.79
2459399.560417	1.45	1	38.51	13.57	4.8
2459399.560764	1.458333	1	38.72	13.51	4.79
2459399.561111	1.466667	1	38.93	13.43	4.77
2459399.561458	1.475	1	39.14	13.38	4.77
2459399.561806	1.483333	1	39.35	13.32	4.76
2459399.562153	1.491667	1	39.56	13.26	4.75
2459399.5625	1.5	1	39.77	13.2	4.74
2459399.562847	1.508333	1	39.98	13.15	4.73
2459399.563194	1.516667	1	40.19	13.09	4.73
2459399.563542	1.525	1	40.41	13.02	4.71
2459399.563889	1.533333	1	40.62	12.99	4.72
2459399.564236	1.541667	1	40.83	12.92	4.7
2459399.564583	1.55	1	41.04	12.89	4.71
2459399.564931	1.558333	1	41.25	12.82	4.69
2459399.565278	1.566667	1	41.47	12.81	4.71
2459399.565625	1.575	1	41.68	12.75	4.7
2459399.565972	1.583333	1	41.89	12.68	4.69
2459399.566319	1.591667	1	42.11	12.61	4.66
2459399.566667	1.6	1	42.32	12.56	4.65
2459399.567014	1.608333	1	42.53	12.5	4.64
2459399.567361	1.616667	1	42.75	12.45	4.64
2459399.567708	1.625	1	42.96	12.4	4.63
2459399.568056	1.633333	1	43.17	12.34	4.62
2459399.568403	1.641667	1	43.39	12.32	4.63
2459399.56875	1.65	1	43.6	12.26	4.61
2459399.569097	1.658333	1	43.82	12.2	4.6
2459399.569444	1.666667	1	44.03	12.14	4.58
2459399.569792	1.675	1	44.24	12.08	4.57
2459399.570139	1.683333	1	44.46	12.02	4.55
2459399.570486	1.691667	1	44.67	11.98	4.54
2459399.570833	1.7	1	44.89	11.92	4.53
2459399.571181	1.708333	1	45.1	11.88	4.53
2459399.571528	1.716667	1	45.32	11.85	4.53
2459399.571875	1.725	1	45.54	11.82	4.54
2459399.572222	1.733333	1	45.75	11.79	4.54
2459399.572569	1.741667	1	45.97	11.75	4.54
2459399.572917	1.75	1	46.18	11.7	4.52
2459399.573264	1.758333	1	46.4	11.68	4.54
2459399.573611	1.766667	1	46.62	11.64	4.54
2459399.573958	1.775	1	46.83	11.6	4.53
2459399.574306	1.783333	1	47.05	11.55	4.51
2459399.574653	1.791667	1	47.27	11.51	4.51
2459399.575	1.8	1	47.49	11.49	4.52
2459399.575347	1.808333	1	47.7	11.44	4.51
2459399.575694	1.816667	1	47.92	11.41	4.51
2459399.576042	1.825	1	48.14	11.37	4.5
2459399.576389	1.833333	1	48.36	11.31	4.48
2459399.576736	1.841667	1	48.57	11.26	4.47
2459399.577083	1.85	1	48.79	11.23	4.47
2459399.577431	1.858333	1	49.01	11.22	4.48
2459399.577778	1.866667	1	49.23	11.16	4.47
2459399.578125	1.875	1	49.45	11.13	4.46
2459399.578472	1.883333	1	49.67	11.1	4.47
2459399.578819	1.891667	1	49.89	11.07	4.47
2459399.579167	1.9	1	50.11	11.03	4.45
2459399.579514	1.908333	1	50.33	11.0	4.45
2459399.579861	1.916667	1	50.54	10.96	4.45
2459399.580208	1.925	1	50.76	10.94	4.46
2459399.580556	1.933333	1	50.98	10.92	4.46
2459399.580903	1.941667	1	51.2	10.88	4.45
2459399.58125	1.95	1	51.43	10.85	4.45
2459399.581597	1.958333	1	51.65	10.81	4.44
2459399.581944	1.966667	1	51.87	10.8	4.45
2459399.582292	1.975	1	52.09	10.74	4.43
2459399.582639	1.983333	1	52.31	10.69	4.41
2459399.582986	1.991667	1	52.53	10.66	4.41
2459399.583333	2.0	1	52.75	10.62	4.4
2459399.583681	2.008333	1	52.97	10.59	4.39
2459399.584028	2.016667	1	53.19	10.54	4.38
2459399.584375	2.025	1	53.42	10.5	4.36
2459399.584722	2.033333	1	53.64	10.47	4.36
2459399.585069	2.041667	1	53.86	10.42	4.34
2459399.585417	2.05	1	54.08	10.37	4.32
2459399.585764	2.058333	1	54.3	10.32	4.29
2459399.586111	2.066667	1	54.53	10.28	4.28
2459399.586458	2.075	1	54.75	10.25	4.28
2459399.586806	2.083333	1	54.97	10.21	4.27
2459399.587153	2.091667	1	55.2	10.17	4.25
2459399.5875	2.1	1	55.42	10.13	4.24
2459399.587847	2.108333	1	55.64	10.09	4.22
2459399.588194	2.116667	1	55.87	10.04	4.2
2459399.588542	2.125	1	56.09	10.0	4.18
2459399.588889	2.133333	1	56.31	9.94	4.15
2459399.589236	2.141667	1	56.54	9.92	4.16
2459399.589583	2.15	1	56.76	9.9	4.16
2459399.589931	2.158333	1	56.99	9.88	4.16
2459399.590278	2.166667	1	57.21	9.85	4.15
2459399.590625	2.175	1	57.44	9.84	4.16
2459399.590972	2.183333	1	57.66	9.8	4.14
2459399.591319	2.191667	1	57.89	9.77	4.14
2459399.591667	2.2	1	58.11	9.73	4.12
2459399.592014	2.208333	1	58.34	9.7	4.11
2459399.592361	2.216667	1	58.56	9.66	4.1
2459399.592708	2.225	1	58.79	9.63	4.08
2459399.593056	2.233333	1	59.01	9.61	4.08
2459399.593403	2.241667	1	59.24	9.58	4.07
2459399.59375	2.25	1	59.47	9.6	4.11
2459399.594097	2.258333	1	59.69	9.56	4.09
2459399.594444	2.266667	1	59.92	9.55	4.1
2459399.594792	2.275	1	60.15	9.52	4.09
2459399.595139	2.283333	1	60.37	9.51	4.1
2459399.595486	2.291667	1	60.6	9.47	4.08
2459399.595833	2.3	1	60.83	9.44	4.07
2459399.596181	2.308333	1	61.05	9.42	4.07
2459399.596528	2.316667	1	61.28	9.4	4.07
2459399.596875	2.325	1	61.51	9.38	4.07
2459399.597222	2.333333	1	61.74	9.38	4.08
2459399.597569	2.341667	1	61.97	9.36	4.08
2459399.597917	2.35	1	62.19	9.35	4.09
2459399.598264	2.358333	1	62.42	9.33	4.08
2459399.598611	2.366667	1	62.65	9.32	4.09
2459399.598958	2.375	1	62.88	9.31	4.1
2459399.599306	2.383333	1	63.11	9.28	4.09
2459399.599653	2.391667	1	63.34	9.29	4.11
2459399.6	2.4	1	63.56	9.29	4.12
2459399.600347	2.408333	1	63.79	9.28	4.13
2459399.600694	2.416667	1	64.02	9.27	4.13
2459399.601042	2.425	1	64.25	9.25	4.12
2459399.601389	2.433333	1	64.48	9.26	4.15
2459399.601736	2.441667	1	64.71	9.25	4.16
2459399.602083	2.45	1	64.94	9.26	4.18
2459399.602431	2.458333	1	65.17	9.22	4.16
2459399.602778	2.466667	1	65.4	9.21	4.16
2459399.603125	2.475	1	65.63	9.21	4.18
2459399.603472	2.483333	1	65.86	9.2	4.18
2459399.603819	2.491667	1	66.09	9.19	4.18
2459399.604167	2.5	1	66.32	9.17	4.18
2459399.604514	2.508333	1	66.55	9.17	4.19
2459399.604861	2.516667	1	66.78	9.16	4.2
2459399.605208	2.525	1	67.02	9.15	4.2
2459399.605556	2.533333	1	67.25	9.13	4.19
2459399.605903	2.541667	1	67.48	9.15	4.23
2459399.60625	2.55	1	67.71	9.12	4.21
2459399.606597	2.558333	1	67.94	9.11	4.21
2459399.606944	2.566667	1	68.17	9.09	4.2
2459399.607292	2.575	1	68.4	9.09	4.22
2459399.607639	2.583333	1	68.64	9.08	4.22
2459399.607986	2.591667	1	68.87	9.06	4.22
2459399.608333	2.6	1	69.1	9.05	4.22
2459399.608681	2.608333	1	69.33	9.04	4.22
2459399.609028	2.616667	1	69.57	9.03	4.22
2459399.609375	2.625	1	69.8	9.01	4.21
2459399.609722	2.633333	1	70.03	9.0	4.21
2459399.610069	2.641667	1	70.26	8.97	4.2
2459399.610417	2.65	1	70.5	8.97	4.21
2459399.610764	2.658333	1	70.73	8.95	4.2
2459399.611111	2.666667	1	70.96	8.95	4.21
2459399.611458	2.675	1	71.2	8.94	4.21
2459399.611806	2.683333	1	71.43	8.92	4.2
2459399.612153	2.691667	1	71.66	8.9	4.19
2459399.6125	2.7	1	71.9	8.89	4.19
2459399.612847	2.708333	1	72.13	8.86	4.18
2459399.613194	2.716667	1	72.36	8.86	4.19
2459399.613542	2.725	1	72.6	8.85	4.19
2459399.613889	2.733333	1	72.83	8.84	4.19
2459399.614236	2.741667	1	73.06	8.82	4.17
2459399.614583	2.75	1	73.3	8.81	4.18
2459399.614931	2.758333	1	73.53	8.82	4.19
2459399.615278	2.766667	1	73.77	8.8	4.18
2459399.615625	2.775	1	74.0	8.8	4.19
2459399.615972	2.783333	1	74.24	8.79	4.19
2459399.616319	2.791667	1	74.47	8.79	4.2
2459399.616667	2.8	1	74.7	8.79	4.21
2459399.617014	2.808333	1	74.94	8.76	4.19
2459399.617361	2.816667	1	75.17	8.77	4.2
2459399.617708	2.825	1	75.41	8.75	4.2
2459399.618056	2.833333	1	75.64	8.74	4.19
2459399.618403	2.841667	1	75.88	8.73	4.19
2459399.61875	2.85	1	76.11	8.69	4.16
2459399.619097	2.858333	1	76.35	8.69	4.17
2459399.619444	2.866667	1	76.58	8.65	4.14
2459399.619792	2.875	1	76.82	8.64	4.14
2459399.620139	2.883333	1	77.05	8.64	4.14
2459399.620486	2.891667	1	77.29	8.64	4.15
2459399.620833	2.9	1	77.52	8.62	4.14
2459399.621181	2.908333	1	77.76	8.63	4.15
2459399.621528	2.916667	1	77.99	8.61	4.14
2459399.621875	2.925	1	78.23	8.61	4.14
2459399.622222	2.933333	1	78.46	8.6	4.14
2459399.622569	2.941667	1	78.7	8.59	4.14
2459399.622917	2.95	1	78.94	8.57	4.12
2459399.623264	2.958333	1	79.17	8.56	4.12
2459399.623611	2.966667	1	79.41	8.54	4.11
2459399.623958	2.975	1	79.64	8.53	4.1
2459399.624306	2.983333	1	79.88	8.52	4.1
2459399.624653	2.991667	1	80.11	8.52	4.11
2459399.625	3.0	1	80.35	8.52	4.11
2459399.625347	3.008333	1	80.58	8.52	4.12
2459399.625694	3.016667	1	80.81	8.52	4.12
2459399.626042	3.025	1	81.05	8.52	4.13
2459399.626389	3.033333	1	81.28	8.5	4.11
2459399.626736	3.041667	1	81.52	8.49	4.1
2459399.627083	3.05	1	81.75	8.47	4.09
2459399.627431	3.058333	1	81.98	8.47	4.1
2459399.627778	3.066667	1	82.22	8.47	4.1
2459399.628125	3.075	1	82.45	8.46	4.09
2459399.628472	3.083333	1	82.68	8.46	4.1
2459399.628819	3.091667	1	82.92	8.45	4.09
2459399.629167	3.1	1	83.15	8.46	4.1
2459399.629514	3.108333	1	83.38	8.43	4.08
2459399.629861	3.116667	1	83.61	8.42	4.07
2459399.630208	3.125	1	83.84	8.41	4.06
2459399.630556	3.133333	1	84.07	8.4	4.06
2459399.630903	3.141667	1	84.3	8.41	4.07
2459399.63125	3.15	1	84.53	8.39	4.05
2459399.631597	3.158333	1	84.75	8.4	4.07
2459399.631944	3.166667	1	84.98	8.39	4.06
2459399.632292	3.175	1	85.2	8.39	4.06
2459399.632639	3.183333	1	85.42	8.39	4.06
2459399.632986	3.191667	1	85.64	8.39	4.07
2459399.633333	3.2	1	85.86	8.4	4.08
2459399.633681	3.208333	1	86.08	8.38	4.06
2459399.634028	3.216667	1	86.29	8.38	4.06
2459399.634375	3.225	1	86.5	8.4	4.08
2459399.634722	3.233333	1	86.7	8.39	4.08
2459399.635069	3.241667	1	86.9	8.4	4.09
2459399.635417	3.25	1	87.09	8.39	4.08
2459399.635764	3.258333	1	87.28	8.39	4.08
2459399.636111	3.266667	1	87.45	8.4	4.1
2459399.636458	3.275	1	87.62	8.41	4.1
2459399.636806	3.283333	1	87.77	8.4	4.09
2459399.637153	3.291667	1	87.9	8.42	4.11
2459399.6375	3.3	1	88.01	8.42	4.12
2459399.637847	3.308333	1	88.1	8.45	4.14
2459399.638194	3.316667	1	88.16	8.44	4.14
2459399.638542	3.325	1	88.19	8.46	4.15
2459399.638889	3.333333	1	88.18	8.46	4.16
2459399.639236	3.341667	1	88.15	8.45	4.15
2459399.639583	3.35	1	88.08	8.46	4.15
2459399.639931	3.358333	1	87.99	8.47	4.16
2459399.640278	3.366667	1	87.87	8.47	4.16
2459399.640625	3.375	1	87.74	8.47	4.16
2459399.640972	3.383333	1	87.58	8.47	4.16
2459399.641319	3.391667	1	87.42	8.47	4.16
2459399.641667	3.4	1	87.24	8.46	4.15
2459399.642014	3.408333	1	87.05	8.47	4.15
2459399.642361	3.416667	1	86.86	8.48	4.16
2459399.642708	3.425	1	86.66	8.46	4.15
2459399.643056	3.433333	1	86.45	8.46	4.14
2459399.643403	3.441667	1	86.24	8.46	4.14
2459399.64375	3.45	1	86.02	8.45	4.13
2459399.644097	3.458333	1	85.81	8.46	4.14
2459399.644444	3.466667	1	85.58	8.46	4.14
2459399.644792	3.475	1	85.36	8.48	4.15
2459399.645139	3.483333	1	85.14	8.48	4.15
2459399.645486	3.491667	1	84.91	8.48	4.15
2459399.645833	3.5	1	84.68	8.49	4.15
2459399.646181	3.508333	1	84.45	8.5	4.17
2459399.646528	3.516667	1	84.22	8.51	4.17
2459399.646875	3.525	1	83.99	8.5	4.16
2459399.647222	3.533333	1	83.76	8.53	4.18
2459399.647569	3.541667	1	83.53	8.53	4.18
2459399.647917	3.55	1	83.29	8.55	4.19
2459399.648264	3.558333	1	83.06	8.56	4.2
2459399.648611	3.566667	1	82.82	8.55	4.19
2459399.648958	3.575	1	82.59	8.57	4.21
2459399.649306	3.583333	1	82.35	8.57	4.2
2459399.649653	3.591667	1	82.11	8.6	4.22
2459399.65	3.6	1	81.88	8.61	4.23
2459399.650347	3.608333	1	81.64	8.62	4.24
2459399.650694	3.616667	1	81.4	8.63	4.24
2459399.651042	3.625	1	81.16	8.64	4.24
2459399.651389	3.633333	1	80.92	8.65	4.25
2459399.651736	3.641667	1	80.68	8.67	4.26
2459399.652083	3.65	1	80.45	8.69	4.28
2459399.652431	3.658333	1	80.21	8.69	4.27
2459399.652778	3.666667	1	79.97	8.7	4.28
2459399.653125	3.675	1	79.73	8.69	4.26
2459399.653472	3.683333	1	79.49	8.7	4.26
2459399.653819	3.691667	1	79.25	8.71	4.27
2459399.654167	3.7	1	79.01	8.73	4.28
2459399.654514	3.708333	1	78.77	8.74	4.29
2459399.654861	3.716667	1	78.53	8.74	4.29
2459399.655208	3.725	1	78.28	8.75	4.29
2459399.655556	3.733333	1	78.04	8.76	4.29
2459399.655903	3.741667	1	77.8	8.78	4.3
2459399.65625	3.75	1	77.56	8.8	4.31
2459399.656597	3.758333	1	77.32	8.82	4.33
2459399.656944	3.766667	1	77.08	8.85	4.35
2459399.657292	3.775	1	76.84	8.87	4.36
2459399.657639	3.783333	1	76.6	8.86	4.34
2459399.657986	3.791667	1	76.36	8.89	4.36
2459399.658333	3.8	1	76.11	8.91	4.38
2459399.658681	3.808333	1	75.87	8.95	4.4
2459399.659028	3.816667	1	75.63	8.98	4.42
2459399.659375	3.825	1	75.39	8.99	4.43
2459399.659722	3.833333	1	75.15	8.98	4.41
2459399.660069	3.841667	1	74.91	9.03	4.45
2459399.660417	3.85	1	74.66	9.03	4.44
2459399.660764	3.858333	1	74.42	9.06	4.46
2459399.661111	3.866667	1	74.18	9.07	4.46
2459399.661458	3.875	1	73.94	9.09	4.48
2459399.661806	3.883333	1	73.7	9.11	4.48
2459399.662153	3.891667	1	73.45	9.12	4.48
2459399.6625	3.9	1	73.21	9.14	4.49
2459399.662847	3.908333	1	72.97	9.16	4.5
2459399.663194	3.916667	1	72.73	9.19	4.52
2459399.663542	3.925	1	72.49	9.22	4.54
2459399.663889	3.933333	1	72.24	9.25	4.55
2459399.664236	3.941667	1	72.0	9.29	4.58
2459399.664583	3.95	1	71.76	9.3	4.57
2459399.664931	3.958333	1	71.52	9.31	4.58
2459399.665278	3.966667	1	71.27	9.32	4.58
2459399.665625	3.975	1	71.03	9.34	4.58
2459399.665972	3.983333	1	70.79	9.35	4.59
2459399.666319	3.991667	1	70.55	9.38	4.6
2459399.666667	4.0	1	70.31	9.39	4.6
2459399.667014	4.008333	1	70.06	9.41	4.6
2459399.667361	4.016667	1	69.82	9.45	4.63
2459399.667708	4.025	1	69.58	9.46	4.63
2459399.668056	4.033333	1	69.34	9.5	4.65
2459399.668403	4.041667	1	69.1	9.53	4.67
2459399.66875	4.05	1	68.85	9.55	4.67
2459399.669097	4.058333	1	68.61	9.58	4.69
2459399.669444	4.066667	1	68.37	9.61	4.7
2459399.669792	4.075	1	68.13	9.64	4.72
2459399.670139	4.083333	1	67.89	9.67	4.73
2459399.670486	4.091667	1	67.64	9.71	4.75
2459399.670833	4.1	1	67.4	9.75	4.78
2459399.671181	4.108333	1	67.16	9.78	4.79
2459399.671528	4.116667	1	66.92	9.81	4.81
2459399.671875	4.125	1	66.68	9.85	4.83
2459399.672222	4.133333	1	66.43	9.89	4.85
2459399.672569	4.141667	1	66.19	9.92	4.87
2459399.672917	4.15	1	65.95	9.95	4.88
2459399.673264	4.158333	1	65.71	10.02	4.92
2459399.673611	4.166667	1	65.47	10.08	4.97
2459399.673958	4.175	1	65.23	10.16	5.02
2459399.674306	4.183333	1	64.98	10.25	5.09
2459399.674653	4.191667	1	64.74	10.34	5.15
2459399.675	4.2	1	64.5	10.4	5.2
2459399.675347	4.208333	1	64.26	10.47	5.24
2459399.675694	4.216667	1	64.02	10.53	5.28
2459399.676042	4.225	1	63.78	10.57	5.29
2459399.676389	4.233333	1	63.54	10.59	5.29
2459399.676736	4.241667	1	63.3	10.54	5.24
2459399.677083	4.25	1	63.05	10.49	5.17
2459399.677431	4.258333	1	62.81	10.5	5.17
2459399.677778	4.266667	1	62.57	10.52	5.17
2459399.678125	4.275	1	62.33	10.57	5.19
2459399.678472	4.283333	1	62.09	10.6	5.2
2459399.678819	4.291667	1	61.85	10.66	5.23
2459399.679167	4.3	1	61.61	10.7	5.25
2459399.679514	4.308333	1	61.37	10.74	5.27
2459399.679861	4.316667	1	61.13	10.75	5.26
2459399.680208	4.325	1	60.89	10.8	5.28
2459399.680556	4.333333	1	60.65	10.84	5.3
2459399.680903	4.341667	1	60.41	10.87	5.3
2459399.68125	4.35	1	60.17	10.91	5.32
2459399.681597	4.358333	1	59.93	10.95	5.34
2459399.681944	4.366667	1	59.69	11.0	5.35
2459399.682292	4.375	1	59.45	11.02	5.35
2459399.682639	4.383333	1	59.21	11.06	5.37
2459399.682986	4.391667	1	58.97	11.11	5.39
2459399.683333	4.4	1	58.73	11.14	5.39
2459399.683681	4.408333	1	58.49	11.18	5.41
2459399.684028	4.416667	1	58.25	11.22	5.43
2459399.684375	4.425	1	58.01	11.26	5.44
2459399.684722	4.433333	1	57.77	11.3	5.45
2459399.685069	4.441667	1	57.53	11.35	5.47
2459399.685417	4.45	1	57.29	11.42	5.51
2459399.685764	4.458333	1	57.05	11.49	5.54
2459399.686111	4.466667	1	56.81	11.55	5.57
2459399.686458	4.475	1	56.57	11.61	5.6
2459399.686806	4.483333	1	56.33	11.66	5.62
2459399.687153	4.491667	1	56.1	11.72	5.65
2459399.6875	4.5	1	55.86	11.74	5.64
2459399.687847	4.508333	1	55.62	11.78	5.64
2459399.688194	4.516667	1	55.38	11.79	5.63
2459399.688542	4.525	1	55.14	11.83	5.64
2459399.688889	4.533333	1	54.9	11.87	5.65
2459399.689236	4.541667	1	54.66	11.94	5.68
2459399.689583	4.55	1	54.43	11.99	5.7
2459399.689931	4.558333	1	54.19	12.05	5.72
2459399.690278	4.566667	1	53.95	12.1	5.74
2459399.690625	4.575	1	53.71	12.16	5.77
2459399.690972	4.583333	1	53.47	12.21	5.78
2459399.691319	4.591667	1	53.24	12.26	5.8
2459399.691667	4.6	1	53.0	12.33	5.83
2459399.692014	4.608333	1	52.76	12.38	5.84
2459399.692361	4.616667	1	52.52	12.44	5.86
2459399.692708	4.625	1	52.29	12.5	5.88
2459399.693056	4.633333	1	52.05	12.58	5.92
2459399.693403	4.641667	1	51.81	12.66	5.96
2459399.69375	4.65	1	51.58	12.73	5.99
2459399.694097	4.658333	1	51.34	12.83	6.04
2459399.694444	4.666667	1	51.1	12.91	6.07
2459399.694792	4.675	1	50.87	12.99	6.11
2459399.695139	4.683333	1	50.63	13.06	6.14
2459399.695486	4.691667	1	50.39	13.16	6.18
2459399.695833	4.7	1	50.16	13.25	6.23
2459399.696181	4.708333	1	49.92	13.36	6.28
2459399.696528	4.716667	1	49.68	13.44	6.32
2459399.696875	4.725	1	49.45	13.55	6.37
2459399.697222	4.733333	1	49.21	13.64	6.41
2459399.697569	4.741667	1	48.98	13.7	6.42
2459399.697917	4.75	1	48.74	13.79	6.46
2459399.698264	4.758333	1	48.51	13.86	6.48
2459399.698611	4.766667	1	48.27	13.95	6.52
2459399.698958	4.775	1	48.04	14.02	6.54
2459399.699306	4.783333	1	47.8	14.08	6.56
2459399.699653	4.791667	1	47.57	14.17	6.59
2459399.7	4.8	1	47.33	14.26	6.62
2459399.700347	4.808333	1	47.1	14.36	6.67
2459399.700694	4.816667	1	46.86	14.45	6.7
2459399.701042	4.825	1	46.63	14.57	6.76
2459399.701389	4.833333	1	46.39	14.68	6.81
2459399.701736	4.841667	1	46.16	14.81	6.87
2459399.702083	4.85	1	45.93	14.91	6.91
2459399.702431	4.858333	1	45.69	15.05	6.98
2459399.702778	4.866667	1	45.46	15.19	7.04
2459399.703125	4.875	1	45.22	15.29	7.08
2459399.703472	4.883333	1	44.99	15.4	7.13
2459399.703819	4.891667	1	44.76	15.5	7.16
2459399.704167	4.9	1	44.52	15.58	7.18
2459399.704514	4.908333	1	44.29	15.65	7.2
2459399.704861	4.916667	1	44.06	15.76	7.24
2459399.705208	4.925	1	43.83	15.83	7.25
2459399.705556	4.933333	1	43.59	15.89	7.25
2459399.705903	4.941667	1	43.36	15.99	7.28
2459399.70625	4.95	1	43.13	16.06	7.3
2459399.706597	4.958333	1	42.9	16.14	7.31
2459399.706944	4.966667	1	42.66	16.2	7.32
2459399.707292	4.975	1	42.43	16.29	7.33
2459399.707639	4.983333	1	42.2	16.43	7.4
2459399.707986	4.991667	1	41.97	16.51	7.41
2459399.708333	5.0	1	41.74	16.57	7.41
2459399.708681	5.008333	1	41.5	16.66	7.43
2459399.709028	5.016667	1	41.27	16.79	7.48
2459399.709375	5.025	1	41.04	16.91	7.52
2459399.709722	5.033333	1	40.81	16.98	7.53
2459399.710069	5.041667	1	40.58	17.05	7.53
2459399.710417	5.05	1	40.35	17.14	7.55
2459399.710764	5.058333	1	40.12	17.23	7.56
2459399.711111	5.066667	1	39.89	17.32	7.58
2459399.711458	5.075	1	39.66	17.41	7.6
2459399.711806	5.083333	1	39.43	17.5	7.61
2459399.712153	5.091667	1	39.2	17.57	7.62
2459399.7125	5.1	1	38.97	17.65	7.63
2459399.712847	5.108333	1	38.74	17.76	7.65
2459399.713194	5.116667	1	38.51	17.86	7.67
2459399.713542	5.125	1	38.28	17.95	7.69
2459399.713889	5.133333	1	38.05	18.06	7.71
2459399.714236	5.141667	1	37.82	18.16	7.73
2459399.714583	5.15	1	37.59	18.28	7.77
2459399.714931	5.158333	1	37.36	18.38	7.78
2459399.715278	5.166667	1	37.13	18.51	7.82
2459399.715625	5.175	1	36.91	18.62	7.84
2459399.715972	5.183333	1	36.68	18.74	7.87
2459399.716319	5.191667	1	36.45	18.9	7.92
2459399.716667	5.2	1	36.22	18.98	7.93
2459399.717014	5.208333	1	35.99	19.09	7.95
2459399.717361	5.216667	1	35.77	19.19	7.96
2459399.717708	5.225	1	35.54	19.27	7.96
2459399.718056	5.233333	1	35.31	19.43	8.01
2459399.718403	5.241667	1	35.08	19.56	8.04
2459399.71875	5.25	1	34.86	19.64	8.04
2459399.719097	5.258333	1	34.63	19.74	8.05
2459399.719444	5.266667	1	34.4	19.85	8.06
2459399.719792	5.275	1	34.18	20.02	8.12
2459399.720139	5.283333	1	33.95	20.12	8.13
2459399.720486	5.291667	1	33.72	20.22	8.14
2459399.720833	5.3	1	33.5	20.35	8.16
2459399.721181	5.308333	1	33.27	20.48	8.19
2459399.721528	5.316667	1	33.05	20.63	8.22
2459399.721875	5.325	1	32.82	20.72	8.22
2459399.722222	5.333333	1	32.59	20.85	8.25
2459399.722569	5.341667	1	32.37	20.99	8.27
2459399.722917	5.35	1	32.14	21.15	8.31
2459399.723264	5.358333	1	31.92	21.26	8.32
2459399.723611	5.366667	1	31.69	21.32	8.3
2459399.723958	5.375	1	31.47	21.47	8.33
2459399.724306	5.383333	1	31.24	21.64	8.38
2459399.724653	5.391667	1	31.02	21.85	8.44
2459399.725	5.4	1	30.8	22.06	8.5
2459399.725347	5.408333	1	30.57	22.22	8.54
2459399.725694	5.416667	1	30.35	22.35	8.55
2459399.726042	5.425	1	30.12	22.46	8.55
2459399.779514	6.708333	2	30.05	19.61	6.91
2459399.779861	6.716667	2	30.22	19.6	6.94
2459399.780208	6.725	2	30.39	19.58	6.97
2459399.780556	6.733333	2	30.55	19.58	7.0
2459399.780903	6.741667	2	30.72	19.55	7.03
2459399.78125	6.75	2	30.89	19.56	7.07
2459399.781597	6.758333	2	31.06	19.53	7.1
2459399.781944	6.766667	2	31.22	19.53	7.13
2459399.782292	6.775	2	31.39	19.51	7.16
2459399.782639	6.783333	2	31.56	19.51	7.2
2459399.782986	6.791667	2	31.72	19.48	7.22
2459399.783333	6.8	2	31.89	19.46	7.24
2459399.783681	6.808333	2	32.05	19.44	7.27
2459399.784028	6.816667	2	32.21	19.4	7.29
2459399.784375	6.825	2	32.38	19.38	7.31
2459399.784722	6.833333	2	32.54	19.36	7.34
2459399.785069	6.841667	2	32.7	19.3	7.34
2459399.785417	6.85	2	32.86	19.26	7.35
2459399.785764	6.858333	2	33.03	19.21	7.36
2459399.786111	6.866667	2	33.19	19.15	7.36
2459399.786458	6.875	2	33.35	19.13	7.38
2459399.786806	6.883333	2	33.51	19.09	7.39
2459399.787153	6.891667	2	33.66	19.04	7.4
2459399.7875	6.9	2	33.82	19.02	7.42
2459399.787847	6.908333	2	33.98	18.98	7.43
