Jdatet	Time	PRN	Ele	Stec	Vtec
2459399.982639	11.583333	20	32.36	21.16	8.37
2459399.982986	11.591667	20	32.14	21.23	8.36
2459399.983333	11.6	20	31.92	21.32	8.36
2459399.983681	11.608333	20	31.69	21.38	8.34
2459399.984028	11.616667	20	31.47	21.4	8.29
2459399.984375	11.625	20	31.25	21.46	8.27
2459399.984722	11.633333	20	31.03	21.53	8.25
2459399.985069	11.641667	20	30.8	21.57	8.22
2459399.985417	11.65	20	30.58	21.6	8.18
2459399.985764	11.658333	20	30.36	21.7	8.18
2459399.986111	11.666667	20	30.14	21.76	8.16
2459399.502431	0.058333	21	30.15	20.5	7.44
2459399.502778	0.066667	21	30.35	20.35	7.4
2459399.503125	0.075	21	30.56	20.23	7.38
2459399.503472	0.083333	21	30.76	20.12	7.36
2459399.503819	0.091667	21	30.96	19.98	7.33
2459399.504167	0.1	21	31.16	19.85	7.3
2459399.504514	0.108333	21	31.36	19.79	7.32
2459399.504861	0.116667	21	31.56	19.68	7.3
2459399.505208	0.125	21	31.76	19.58	7.29
2459399.505556	0.133333	21	31.97	19.48	7.28
2459399.505903	0.141667	21	32.17	19.4	7.27
2459399.50625	0.15	21	32.37	19.38	7.31
2459399.506597	0.158333	21	32.57	19.31	7.31
2459399.506944	0.166667	21	32.77	19.2	7.29
2459399.507292	0.175	21	32.98	19.11	7.29
2459399.507639	0.183333	21	33.18	19.0	7.26
2459399.507986	0.191667	21	33.38	18.9	7.25
2459399.508333	0.2	21	33.58	18.81	7.24
2459399.508681	0.208333	21	33.78	18.72	7.23
2459399.509028	0.216667	21	33.99	18.63	7.22
2459399.509375	0.225	21	34.19	18.54	7.21
2459399.509722	0.233333	21	34.39	18.47	7.2
2459399.510069	0.241667	21	34.59	18.37	7.18
2459399.510417	0.25	21	34.8	18.29	7.18
2459399.510764	0.258333	21	35.0	18.19	7.16
2459399.511111	0.266667	21	35.2	18.12	7.16
2459399.511458	0.275	21	35.4	18.06	7.16
2459399.511806	0.283333	21	35.61	17.95	7.13
2459399.512153	0.291667	21	35.81	17.85	7.11
2459399.5125	0.3	21	36.01	17.78	7.11
2459399.512847	0.308333	21	36.21	17.7	7.1
2459399.513194	0.316667	21	36.42	17.63	7.1
2459399.513542	0.325	21	36.62	17.56	7.1
2459399.513889	0.333333	21	36.82	17.49	7.09
2459399.514236	0.341667	21	37.03	17.37	7.05
2459399.514583	0.35	21	37.23	17.3	7.05
2459399.514931	0.358333	21	37.43	17.23	7.04
2459399.515278	0.366667	21	37.63	17.18	7.05
2459399.515625	0.375	21	37.84	17.12	7.05
2459399.515972	0.383333	21	38.04	17.05	7.04
2459399.516319	0.391667	21	38.24	16.95	7.01
2459399.516667	0.4	21	38.45	16.9	7.02
2459399.517014	0.408333	21	38.65	16.84	7.02
2459399.517361	0.416667	21	38.85	16.77	7.01
2459399.517708	0.425	21	39.06	16.69	6.99
2459399.518056	0.433333	21	39.26	16.62	6.98
2459399.518403	0.441667	21	39.46	16.52	6.96
2459399.51875	0.45	21	39.67	16.46	6.95
2459399.519097	0.458333	21	39.87	16.35	6.91
2459399.519444	0.466667	21	40.08	16.29	6.91
2459399.519792	0.475	21	40.28	16.21	6.9
2459399.520139	0.483333	21	40.48	16.13	6.88
2459399.520486	0.491667	21	40.69	16.06	6.87
2459399.520833	0.5	21	40.89	15.98	6.85
2459399.521181	0.508333	21	41.09	15.93	6.84
2459399.521528	0.516667	21	41.3	15.86	6.83
2459399.521875	0.525	21	41.5	15.79	6.82
2459399.522222	0.533333	21	41.71	15.72	6.8
2459399.522569	0.541667	21	41.91	15.65	6.79
2459399.522917	0.55	21	42.11	15.59	6.78
2459399.523264	0.558333	21	42.32	15.51	6.76
2459399.523611	0.566667	21	42.52	15.44	6.75
2459399.523958	0.575	21	42.73	15.4	6.75
2459399.524306	0.583333	21	42.93	15.36	6.75
2459399.524653	0.591667	21	43.14	15.3	6.74
2459399.525	0.6	21	43.34	15.23	6.73
2459399.525347	0.608333	21	43.55	15.17	6.72
2459399.525694	0.616667	21	43.75	15.11	6.71
2459399.526042	0.625	21	43.95	15.07	6.71
2459399.526389	0.633333	21	44.16	15.02	6.71
2459399.526736	0.641667	21	44.36	14.95	6.69
2459399.527083	0.65	21	44.57	14.87	6.67
2459399.527431	0.658333	21	44.77	14.82	6.66
2459399.527778	0.666667	21	44.98	14.77	6.66
2459399.528125	0.675	21	45.18	14.7	6.64
2459399.528472	0.683333	21	45.39	14.63	6.62
2459399.528819	0.691667	21	45.59	14.56	6.59
2459399.529167	0.7	21	45.8	14.5	6.58
2459399.529514	0.708333	21	46.0	14.45	6.58
2459399.529861	0.716667	21	46.21	14.38	6.55
2459399.530208	0.725	21	46.41	14.35	6.56
2459399.530556	0.733333	21	46.62	14.29	6.54
2459399.530903	0.741667	21	46.82	14.23	6.53
2459399.53125	0.75	21	47.03	14.16	6.51
2459399.531597	0.758333	21	47.23	14.12	6.51
2459399.531944	0.766667	21	47.44	14.07	6.49
2459399.532292	0.775	21	47.65	14.01	6.48
2459399.532639	0.783333	21	47.85	13.95	6.46
2459399.532986	0.791667	21	48.06	13.92	6.47
2459399.533333	0.8	21	48.26	13.85	6.45
2459399.533681	0.808333	21	48.47	13.81	6.44
2459399.534028	0.816667	21	48.67	13.76	6.43
2459399.534375	0.825	21	48.88	13.72	6.42
2459399.534722	0.833333	21	49.09	13.68	6.42
2459399.535069	0.841667	21	49.29	13.61	6.4
2459399.535417	0.85	21	49.5	13.57	6.39
2459399.535764	0.858333	21	49.7	13.5	6.37
2459399.536111	0.866667	21	49.91	13.46	6.36
2459399.536458	0.875	21	50.12	13.41	6.34
2459399.536806	0.883333	21	50.32	13.37	6.34
2459399.537153	0.891667	21	50.53	13.31	6.32
2459399.5375	0.9	21	50.73	13.25	6.3
2459399.537847	0.908333	21	50.94	13.2	6.29
2459399.538194	0.916667	21	51.15	13.17	6.28
2459399.538542	0.925	21	51.35	13.12	6.27
2459399.538889	0.933333	21	51.56	13.06	6.25
2459399.539236	0.941667	21	51.77	13.02	6.24
2459399.539583	0.95	21	51.97	12.95	6.21
2459399.539931	0.958333	21	52.18	12.92	6.21
2459399.540278	0.966667	21	52.38	12.89	6.21
2459399.540625	0.975	21	52.59	12.85	6.2
2459399.540972	0.983333	21	52.8	12.77	6.17
2459399.541319	0.991667	21	53.0	12.72	6.15
2459399.541667	1.0	21	53.21	12.7	6.15
2459399.542014	1.008333	21	53.42	12.67	6.15
2459399.542361	1.016667	21	53.63	12.6	6.12
2459399.542708	1.025	21	53.83	12.54	6.09
2459399.543056	1.033333	21	54.04	12.5	6.08
2459399.543403	1.041667	21	54.25	12.45	6.07
2459399.54375	1.05	21	54.45	12.4	6.04
2459399.544097	1.058333	21	54.66	12.35	6.03
2459399.544444	1.066667	21	54.87	12.31	6.01
2459399.544792	1.075	21	55.07	12.27	6.0
2459399.545139	1.083333	21	55.28	12.21	5.98
2459399.545486	1.091667	21	55.49	12.16	5.95
2459399.545833	1.1	21	55.7	12.12	5.95
2459399.546181	1.108333	21	55.9	12.08	5.93
2459399.546528	1.116667	21	56.11	12.06	5.93
2459399.546875	1.125	21	56.32	12.06	5.96
2459399.547222	1.133333	21	56.53	12.02	5.94
2459399.547569	1.141667	21	56.73	11.99	5.94
2459399.547917	1.15	21	56.94	11.94	5.92
2459399.548264	1.158333	21	57.15	11.92	5.92
2459399.548611	1.166667	21	57.36	11.87	5.9
2459399.548958	1.175	21	57.56	11.83	5.89
2459399.549306	1.183333	21	57.77	11.8	5.88
2459399.549653	1.191667	21	57.98	11.79	5.89
2459399.55	1.2	21	58.19	11.75	5.88
2459399.550347	1.208333	21	58.4	11.73	5.88
2459399.550694	1.216667	21	58.6	11.71	5.88
2459399.551042	1.225	21	58.81	11.67	5.87
2459399.551389	1.233333	21	59.02	11.63	5.85
2459399.551736	1.241667	21	59.23	11.61	5.85
2459399.552083	1.25	21	59.44	11.59	5.85
2459399.552431	1.258333	21	59.65	11.55	5.83
2459399.552778	1.266667	21	59.85	11.51	5.82
2459399.553125	1.275	21	60.06	11.49	5.82
2459399.553472	1.283333	21	60.27	11.46	5.81
2459399.553819	1.291667	21	60.48	11.45	5.82
2459399.554167	1.3	21	60.69	11.43	5.82
2459399.554514	1.308333	21	60.9	11.42	5.83
2459399.554861	1.316667	21	61.1	11.41	5.84
2459399.555208	1.325	21	61.31	11.4	5.85
2459399.555556	1.333333	21	61.52	11.37	5.84
2459399.555903	1.341667	21	61.73	11.34	5.83
2459399.55625	1.35	21	61.94	11.32	5.83
2459399.556597	1.358333	21	62.15	11.31	5.84
2459399.556944	1.366667	21	62.36	11.3	5.85
2459399.557292	1.375	21	62.57	11.3	5.86
2459399.557639	1.383333	21	62.77	11.29	5.87
2459399.557986	1.391667	21	62.98	11.27	5.87
2459399.558333	1.4	21	63.19	11.25	5.87
2459399.558681	1.408333	21	63.4	11.23	5.87
2459399.559028	1.416667	21	63.61	11.22	5.88
2459399.559375	1.425	21	63.82	11.19	5.86
2459399.559722	1.433333	21	64.03	11.2	5.88
2459399.560069	1.441667	21	64.24	11.19	5.9
2459399.560417	1.45	21	64.45	11.18	5.9
2459399.560764	1.458333	21	64.66	11.17	5.91
2459399.561111	1.466667	21	64.87	11.16	5.91
2459399.561458	1.475	21	65.08	11.14	5.92
2459399.561806	1.483333	21	65.28	11.11	5.9
2459399.562153	1.491667	21	65.49	11.1	5.91
2459399.5625	1.5	21	65.7	11.09	5.91
2459399.562847	1.508333	21	65.91	11.09	5.93
2459399.563194	1.516667	21	66.12	11.06	5.91
2459399.563542	1.525	21	66.33	11.06	5.92
2459399.563889	1.533333	21	66.54	11.05	5.93
2459399.564236	1.541667	21	66.75	11.02	5.92
2459399.564583	1.55	21	66.96	11.0	5.91
2459399.564931	1.558333	21	67.17	10.98	5.91
2459399.565278	1.566667	21	67.38	10.98	5.93
2459399.565625	1.575	21	67.59	10.96	5.92
2459399.565972	1.583333	21	67.8	10.93	5.9
2459399.566319	1.591667	21	68.01	10.93	5.92
2459399.566667	1.6	21	68.22	10.9	5.9
2459399.567014	1.608333	21	68.43	10.9	5.91
2459399.567361	1.616667	21	68.64	10.87	5.9
2459399.567708	1.625	21	68.85	10.84	5.88
2459399.568056	1.633333	21	69.06	10.82	5.88
2459399.568403	1.641667	21	69.27	10.82	5.89
2459399.56875	1.65	21	69.48	10.82	5.9
2459399.569097	1.658333	21	69.69	10.79	5.88
2459399.569444	1.666667	21	69.9	10.78	5.89
2459399.569792	1.675	21	70.11	10.77	5.9
2459399.570139	1.683333	21	70.32	10.78	5.91
2459399.570486	1.691667	21	70.53	10.78	5.92
2459399.570833	1.7	21	70.74	10.75	5.91
2459399.571181	1.708333	21	70.96	10.74	5.91
2459399.571528	1.716667	21	71.17	10.75	5.93
2459399.571875	1.725	21	71.38	10.74	5.94
2459399.572222	1.733333	21	71.59	10.75	5.96
2459399.572569	1.741667	21	71.8	10.72	5.94
2459399.572917	1.75	21	72.01	10.72	5.95
2459399.573264	1.758333	21	72.22	10.71	5.95
2459399.573611	1.766667	21	72.43	10.71	5.96
2459399.573958	1.775	21	72.64	10.68	5.94
2459399.574306	1.783333	21	72.85	10.69	5.96
2459399.574653	1.791667	21	73.06	10.66	5.94
2459399.575	1.8	21	73.27	10.65	5.94
2459399.575347	1.808333	21	73.48	10.63	5.94
2459399.575694	1.816667	21	73.69	10.64	5.96
2459399.576042	1.825	21	73.9	10.62	5.95
2459399.576389	1.833333	21	74.12	10.6	5.94
2459399.576736	1.841667	21	74.33	10.59	5.93
2459399.577083	1.85	21	74.54	10.6	5.95
2459399.577431	1.858333	21	74.75	10.58	5.94
2459399.577778	1.866667	21	74.96	10.57	5.95
2459399.578125	1.875	21	75.17	10.57	5.96
2459399.578472	1.883333	21	75.38	10.57	5.96
2459399.578819	1.891667	21	75.59	10.57	5.97
2459399.579167	1.9	21	75.8	10.55	5.96
2459399.579514	1.908333	21	76.01	10.54	5.96
2459399.579861	1.916667	21	76.22	10.53	5.96
2459399.580208	1.925	21	76.44	10.54	5.97
2459399.580556	1.933333	21	76.65	10.52	5.96
2459399.580903	1.941667	21	76.86	10.54	5.99
2459399.58125	1.95	21	77.07	10.53	5.99
2459399.581597	1.958333	21	77.28	10.53	6.0
2459399.581944	1.966667	21	77.49	10.53	6.0
2459399.582292	1.975	21	77.7	10.53	6.01
2459399.582639	1.983333	21	77.91	10.52	6.01
2459399.582986	1.991667	21	78.12	10.5	6.0
2459399.583333	2.0	21	78.33	10.51	6.01
2459399.583681	2.008333	21	78.54	10.49	6.0
2459399.584028	2.016667	21	78.75	10.49	6.01
2459399.584375	2.025	21	78.96	10.49	6.01
2459399.584722	2.033333	21	79.17	10.47	6.0
2459399.585069	2.041667	21	79.38	10.47	6.01
2459399.585417	2.05	21	79.6	10.46	6.01
2459399.585764	2.058333	21	79.81	10.48	6.03
2459399.586111	2.066667	21	80.02	10.48	6.03
2459399.586458	2.075	21	80.23	10.48	6.04
2459399.586806	2.083333	21	80.44	10.47	6.04
2459399.587153	2.091667	21	80.65	10.47	6.04
2459399.5875	2.1	21	80.85	10.45	6.03
2459399.587847	2.108333	21	81.06	10.43	6.01
2459399.588194	2.116667	21	81.27	10.44	6.03
2459399.588542	2.125	21	81.48	10.44	6.03
2459399.588889	2.133333	21	81.69	10.43	6.03
2459399.589236	2.141667	21	81.9	10.43	6.04
2459399.589583	2.15	21	82.11	10.43	6.04
2459399.589931	2.158333	21	82.32	10.41	6.02
2459399.590278	2.166667	21	82.53	10.4	6.02
2459399.590625	2.175	21	82.73	10.41	6.03
2459399.590972	2.183333	21	82.94	10.39	6.02
2459399.591319	2.191667	21	83.15	10.41	6.04
2459399.591667	2.2	21	83.35	10.38	6.02
2459399.592014	2.208333	21	83.56	10.36	6.0
2459399.592361	2.216667	21	83.76	10.36	6.0
2459399.592708	2.225	21	83.97	10.36	6.01
2459399.593056	2.233333	21	84.17	10.36	6.01
2459399.593403	2.241667	21	84.38	10.36	6.01
2459399.59375	2.25	21	84.58	10.34	6.0
2459399.594097	2.258333	21	84.78	10.34	6.0
2459399.594444	2.266667	21	84.98	10.34	6.0
2459399.594792	2.275	21	85.18	10.34	6.0
2459399.595139	2.283333	21	85.38	10.34	6.01
2459399.595486	2.291667	21	85.58	10.31	5.99
2459399.595833	2.3	21	85.77	10.32	5.99
2459399.596181	2.308333	21	85.96	10.32	6.0
2459399.596528	2.316667	21	86.15	10.32	6.0
2459399.596875	2.325	21	86.34	10.32	6.0
2459399.597222	2.333333	21	86.53	10.34	6.02
2459399.597569	2.341667	21	86.71	10.33	6.01
2459399.597917	2.35	21	86.88	10.35	6.03
2459399.598264	2.358333	21	87.06	10.36	6.04
2459399.598611	2.366667	21	87.22	10.35	6.04
2459399.598958	2.375	21	87.38	10.37	6.06
2459399.599306	2.383333	21	87.53	10.4	6.09
2459399.599653	2.391667	21	87.67	10.4	6.09
2459399.6	2.4	21	87.8	10.4	6.09
2459399.600347	2.408333	21	87.91	10.41	6.1
2459399.600694	2.416667	21	88.0	10.42	6.11
2459399.601042	2.425	21	88.08	10.44	6.13
2459399.601389	2.433333	21	88.13	10.45	6.14
2459399.601736	2.441667	21	88.16	10.43	6.12
2459399.602083	2.45	21	88.17	10.44	6.13
2459399.602431	2.458333	21	88.15	10.45	6.14
2459399.602778	2.466667	21	88.1	10.45	6.14
2459399.603125	2.475	21	88.04	10.43	6.13
2459399.603472	2.483333	21	87.95	10.44	6.13
2459399.603819	2.491667	21	87.84	10.43	6.12
2459399.604167	2.5	21	87.72	10.42	6.11
2459399.604514	2.508333	21	87.58	10.44	6.13
2459399.604861	2.516667	21	87.44	10.43	6.12
2459399.605208	2.525	21	87.28	10.43	6.12
2459399.605556	2.533333	21	87.12	10.43	6.12
2459399.605903	2.541667	21	86.95	10.45	6.13
2459399.60625	2.55	21	86.77	10.46	6.14
2459399.606597	2.558333	21	86.59	10.44	6.12
2459399.606944	2.566667	21	86.41	10.43	6.11
2459399.607292	2.575	21	86.22	10.43	6.1
2459399.607639	2.583333	21	86.03	10.45	6.12
2459399.607986	2.591667	21	85.83	10.45	6.12
2459399.608333	2.6	21	85.64	10.46	6.13
2459399.608681	2.608333	21	85.44	10.46	6.13
2459399.609028	2.616667	21	85.24	10.45	6.11
2459399.609375	2.625	21	85.04	10.46	6.12
2459399.609722	2.633333	21	84.84	10.46	6.12
2459399.610069	2.641667	21	84.63	10.47	6.13
2459399.610417	2.65	21	84.43	10.46	6.12
2459399.610764	2.658333	21	84.23	10.47	6.12
2459399.611111	2.666667	21	84.02	10.47	6.11
2459399.611458	2.675	21	83.81	10.48	6.12
2459399.611806	2.683333	21	83.6	10.49	6.13
2459399.612153	2.691667	21	83.4	10.49	6.13
2459399.6125	2.7	21	83.19	10.51	6.14
2459399.612847	2.708333	21	82.98	10.51	6.14
2459399.613194	2.716667	21	82.77	10.51	6.14
2459399.613542	2.725	21	82.56	10.52	6.13
2459399.613889	2.733333	21	82.35	10.53	6.15
2459399.614236	2.741667	21	82.14	10.53	6.14
2459399.614583	2.75	21	81.92	10.53	6.14
2459399.614931	2.758333	21	81.71	10.52	6.12
2459399.615278	2.766667	21	81.5	10.54	6.13
2459399.615625	2.775	21	81.29	10.53	6.12
2459399.615972	2.783333	21	81.07	10.53	6.11
2459399.616319	2.791667	21	80.86	10.53	6.11
2459399.616667	2.8	21	80.65	10.52	6.09
2459399.617014	2.808333	21	80.44	10.53	6.09
2459399.617361	2.816667	21	80.22	10.55	6.11
2459399.617708	2.825	21	80.01	10.55	6.1
2459399.618056	2.833333	21	79.79	10.55	6.1
2459399.618403	2.841667	21	79.58	10.56	6.1
2459399.61875	2.85	21	79.36	10.57	6.1
2459399.619097	2.858333	21	79.15	10.59	6.12
2459399.619444	2.866667	21	78.94	10.58	6.1
2459399.619792	2.875	21	78.72	10.6	6.12
2459399.620139	2.883333	21	78.51	10.6	6.1
2459399.620486	2.891667	21	78.29	10.6	6.1
2459399.620833	2.9	21	78.07	10.61	6.1
2459399.621181	2.908333	21	77.86	10.63	6.11
2459399.621528	2.916667	21	77.64	10.63	6.1
2459399.621875	2.925	21	77.43	10.63	6.1
2459399.622222	2.933333	21	77.21	10.66	6.12
2459399.622569	2.941667	21	77.0	10.65	6.11
2459399.622917	2.95	21	76.78	10.66	6.1
2459399.623264	2.958333	21	76.56	10.65	6.09
2459399.623611	2.966667	21	76.35	10.64	6.07
2459399.623958	2.975	21	76.13	10.64	6.06
2459399.624306	2.983333	21	75.92	10.65	6.06
2459399.624653	2.991667	21	75.7	10.65	6.06
2459399.625	3.0	21	75.48	10.65	6.04
2459399.625347	3.008333	21	75.27	10.66	6.05
2459399.625694	3.016667	21	75.05	10.67	6.04
2459399.626042	3.025	21	74.83	10.66	6.02
2459399.626389	3.033333	21	74.62	10.66	6.01
2459399.626736	3.041667	21	74.4	10.69	6.03
2459399.627083	3.05	21	74.18	10.7	6.03
2459399.627431	3.058333	21	73.96	10.72	6.04
2459399.627778	3.066667	21	73.75	10.73	6.05
2459399.628125	3.075	21	73.53	10.75	6.06
2459399.628472	3.083333	21	73.31	10.78	6.07
2459399.628819	3.091667	21	73.1	10.8	6.08
2459399.629167	3.1	21	72.88	10.8	6.07
2459399.629514	3.108333	21	72.66	10.8	6.06
2459399.629861	3.116667	21	72.44	10.83	6.07
2459399.630208	3.125	21	72.23	10.84	6.07
2459399.630556	3.133333	21	72.01	10.86	6.09
2459399.630903	3.141667	21	71.79	10.87	6.08
2459399.63125	3.15	21	71.57	10.89	6.09
2459399.631597	3.158333	21	71.36	10.9	6.08
2459399.631944	3.166667	21	71.14	10.91	6.08
2459399.632292	3.175	21	70.92	10.93	6.09
2459399.632639	3.183333	21	70.7	10.94	6.09
2459399.632986	3.191667	21	70.48	10.95	6.09
2459399.633333	3.2	21	70.27	10.96	6.09
2459399.633681	3.208333	21	70.05	10.99	6.1
2459399.634028	3.216667	21	69.83	10.99	6.08
2459399.634375	3.225	21	69.61	11.03	6.11
2459399.634722	3.233333	21	69.39	11.05	6.12
2459399.635069	3.241667	21	69.18	11.07	6.12
2459399.635417	3.25	21	68.96	11.08	6.11
2459399.635764	3.258333	21	68.74	11.1	6.12
2459399.636111	3.266667	21	68.52	11.15	6.15
2459399.636458	3.275	21	68.3	11.15	6.14
2459399.636806	3.283333	21	68.09	11.18	6.16
2459399.637153	3.291667	21	67.87	11.2	6.16
2459399.6375	3.3	21	67.65	11.22	6.17
2459399.637847	3.308333	21	67.43	11.26	6.18
2459399.638194	3.316667	21	67.21	11.28	6.19
2459399.638542	3.325	21	66.99	11.29	6.19
2459399.638889	3.333333	21	66.78	11.31	6.19
2459399.639236	3.341667	21	66.56	11.32	6.18
2459399.639583	3.35	21	66.34	11.34	6.19
2459399.639931	3.358333	21	66.12	11.38	6.21
2459399.640278	3.366667	21	65.9	11.39	6.2
2459399.640625	3.375	21	65.68	11.43	6.22
2459399.640972	3.383333	21	65.46	11.46	6.23
2459399.641319	3.391667	21	65.25	11.47	6.23
2459399.641667	3.4	21	65.03	11.52	6.26
2459399.642014	3.408333	21	64.81	11.54	6.25
2459399.642361	3.416667	21	64.59	11.55	6.25
2459399.642708	3.425	21	64.37	11.6	6.28
2459399.643056	3.433333	21	64.15	11.61	6.27
2459399.643403	3.441667	21	63.93	11.66	6.3
2459399.64375	3.45	21	63.72	11.68	6.3
2459399.644097	3.458333	21	63.5	11.71	6.31
2459399.644444	3.466667	21	63.28	11.74	6.32
2459399.644792	3.475	21	63.06	11.75	6.31
2459399.645139	3.483333	21	62.84	11.78	6.31
2459399.645486	3.491667	21	62.62	11.79	6.31
2459399.645833	3.5	21	62.4	11.85	6.34
2459399.646181	3.508333	21	62.18	11.88	6.35
2459399.646528	3.516667	21	61.97	11.89	6.34
2459399.646875	3.525	21	61.75	11.91	6.34
2459399.647222	3.533333	21	61.53	11.96	6.37
2459399.647569	3.541667	21	61.31	11.97	6.36
2459399.647917	3.55	21	61.09	12.01	6.37
2459399.648264	3.558333	21	60.87	12.02	6.36
2459399.648611	3.566667	21	60.65	12.07	6.38
2459399.648958	3.575	21	60.43	12.09	6.38
2459399.649306	3.583333	21	60.22	12.12	6.39
2459399.649653	3.591667	21	60.0	12.14	6.38
2459399.65	3.6	21	59.78	12.17	6.4
2459399.650347	3.608333	21	59.56	12.21	6.41
2459399.650694	3.616667	21	59.34	12.24	6.41
2459399.651042	3.625	21	59.12	12.27	6.42
2459399.651389	3.633333	21	58.9	12.32	6.44
2459399.651736	3.641667	21	58.68	12.35	6.44
2459399.652083	3.65	21	58.46	12.38	6.45
2459399.652431	3.658333	21	58.25	12.4	6.45
2459399.652778	3.666667	21	58.03	12.43	6.45
2459399.653125	3.675	21	57.81	12.47	6.46
2459399.653472	3.683333	21	57.59	12.5	6.47
2459399.653819	3.691667	21	57.37	12.52	6.46
2459399.654167	3.7	21	57.15	12.55	6.46
2459399.654514	3.708333	21	56.93	12.61	6.49
2459399.654861	3.716667	21	56.71	12.64	6.5
2459399.655208	3.725	21	56.49	12.68	6.5
2459399.655556	3.733333	21	56.28	12.73	6.52
2459399.655903	3.741667	21	56.06	12.75	6.52
2459399.65625	3.75	21	55.84	12.83	6.56
2459399.656597	3.758333	21	55.62	12.86	6.56
2459399.656944	3.766667	21	55.4	12.89	6.56
2459399.657292	3.775	21	55.18	12.94	6.58
2459399.657639	3.783333	21	54.96	12.99	6.59
2459399.657986	3.791667	21	54.74	13.02	6.59
2459399.658333	3.8	21	54.53	13.06	6.6
2459399.658681	3.808333	21	54.31	13.11	6.62
2459399.659028	3.816667	21	54.09	13.14	6.62
2459399.659375	3.825	21	53.87	13.18	6.63
2459399.659722	3.833333	21	53.65	13.24	6.65
2459399.660069	3.841667	21	53.43	13.28	6.66
2459399.660417	3.85	21	53.21	13.35	6.69
2459399.660764	3.858333	21	52.99	13.36	6.67
2459399.661111	3.866667	21	52.78	13.4	6.67
2459399.661458	3.875	21	52.56	13.42	6.66
2459399.661806	3.883333	21	52.34	13.5	6.71
2459399.662153	3.891667	21	52.12	13.54	6.71
2459399.6625	3.9	21	51.9	13.61	6.73
2459399.662847	3.908333	21	51.68	13.67	6.76
2459399.663194	3.916667	21	51.46	13.7	6.75
2459399.663542	3.925	21	51.25	13.77	6.78
2459399.663889	3.933333	21	51.03	13.84	6.81
2459399.664236	3.941667	21	50.81	13.89	6.82
2459399.664583	3.95	21	50.59	13.95	6.84
2459399.664931	3.958333	21	50.37	14.01	6.86
2459399.665278	3.966667	21	50.15	14.1	6.9
2459399.665625	3.975	21	49.93	14.2	6.95
2459399.665972	3.983333	21	49.72	14.28	6.98
2459399.666319	3.991667	21	49.5	14.33	6.99
2459399.666667	4.0	21	49.28	14.42	7.03
2459399.667014	4.008333	21	49.06	14.46	7.03
2459399.667361	4.016667	21	48.84	14.55	7.07
2459399.667708	4.025	21	48.62	14.62	7.09
2459399.668056	4.033333	21	48.41	14.68	7.11
2459399.668403	4.041667	21	48.19	14.77	7.14
2459399.66875	4.05	21	47.97	14.85	7.17
2459399.669097	4.058333	21	47.75	14.9	7.18
2459399.669444	4.066667	21	47.53	14.97	7.2
2459399.669792	4.075	21	47.31	15.07	7.24
2459399.670139	4.083333	21	47.1	15.14	7.27
2459399.670486	4.091667	21	46.88	15.22	7.29
2459399.670833	4.1	21	46.66	15.32	7.33
2459399.671181	4.108333	21	46.44	15.4	7.36
2459399.671528	4.116667	21	46.22	15.48	7.38
2459399.671875	4.125	21	46.01	15.57	7.42
2459399.672222	4.133333	21	45.79	15.65	7.44
2459399.672569	4.141667	21	45.57	15.71	7.45
2459399.672917	4.15	21	45.35	15.75	7.45
2459399.673264	4.158333	21	45.13	15.83	7.47
2459399.673611	4.166667	21	44.92	15.91	7.49
2459399.673958	4.175	21	44.7	16.01	7.53
2459399.674306	4.183333	21	44.48	16.14	7.58
2459399.674653	4.191667	21	44.26	16.26	7.64
2459399.675	4.2	21	44.05	16.4	7.7
2459399.675347	4.208333	21	43.83	16.52	7.75
2459399.675694	4.216667	21	43.61	16.62	7.79
2459399.676042	4.225	21	43.39	16.66	7.77
2459399.676389	4.233333	21	43.18	16.68	7.75
2459399.676736	4.241667	21	42.96	16.68	7.71
2459399.677083	4.25	21	42.74	16.73	7.71
2459399.677431	4.258333	21	42.52	16.74	7.68
2459399.677778	4.266667	21	42.31	16.77	7.66
2459399.678125	4.275	21	42.09	16.81	7.64
2459399.678472	4.283333	21	41.87	16.88	7.65
2459399.678819	4.291667	21	41.65	16.97	7.68
2459399.679167	4.3	21	41.44	17.07	7.71
2459399.679514	4.308333	21	41.22	17.13	7.71
2459399.679861	4.316667	21	41.0	17.16	7.69
2459399.680208	4.325	21	40.79	17.21	7.68
2459399.680556	4.333333	21	40.57	17.3	7.7
2459399.680903	4.341667	21	40.35	17.36	7.7
2459399.68125	4.35	21	40.13	17.39	7.68
2459399.681597	4.358333	21	39.92	17.45	7.68
2459399.681944	4.366667	21	39.7	17.5	7.67
2459399.682292	4.375	21	39.48	17.58	7.68
2459399.682639	4.383333	21	39.27	17.62	7.67
2459399.682986	4.391667	21	39.05	17.68	7.66
2459399.683333	4.4	21	38.83	17.75	7.66
2459399.683681	4.408333	21	38.62	17.84	7.68
2459399.684028	4.416667	21	38.4	17.91	7.69
2459399.684375	4.425	21	38.18	17.98	7.69
2459399.684722	4.433333	21	37.97	18.05	7.69
2459399.685069	4.441667	21	37.75	18.18	7.73
2459399.685417	4.45	21	37.53	18.3	7.77
2459399.685764	4.458333	21	37.32	18.41	7.79
2459399.686111	4.466667	21	37.1	18.48	7.79
2459399.686458	4.475	21	36.89	18.55	7.79
2459399.686806	4.483333	21	36.67	18.66	7.82
2459399.687153	4.491667	21	36.45	18.77	7.84
